Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,43/57,1/1,32/50,-,-,10/6
2024,13/7,-,13/7,-,-,-
2023,10/6,-,-,-,-,10/6
2021,5/5,-,5/5,-,-,-
2020,2/3,-,2/3,-,-,-
2019,1/10,-,1/10,-,-,-
2018,9/13,1/1,8/12,-,-,-
2017,1/5,-,1/5,-,-,-
2016,2/3,-,2/3,-,-,-
2015,0/5,-,0/5,-,-,-
