Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,36/22,24/15,4/4,3/2,0/1,5/0
2024,11/12,9/9,2/2,-,0/1,-
2023,23/8,14/5,2/2,2/1,-,5/0
2022,1/1,1/1,-,-,-,-
2021,1/1,-,-,1/1,-,-
