Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,21/54,13/24,5/10,1/2,-,2/18
2024,12/14,11/12,1/2,-,-,-
2023,4/17,1/4,1/2,-,-,2/11
2022,4/7,0/1,3/4,1/2,-,-
2021,1/16,1/7,0/2,-,-,0/7
