Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,25/21,25/17,0/3,0/1,-,-
2024,25/16,25/16,-,-,-,-
2023,0/4,-,0/3,0/1,-,-
2021,0/1,0/1,-,-,-,-
