Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,65/60,37/35,26/21,2/4,-,-
2024,35/25,32/21,3/3,0/1,-,-
2023,19/24,4/11,13/12,2/1,-,-
2022,11/10,1/3,10/6,0/1,-,-
2021,0/1,-,-,0/1,-,-
