Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,376/247,357/229,19/18,-,-,-
2023,12/21,12/20,0/1,-,-,-
2022,26/25,25/23,1/2,-,-,-
2021,51/27,51/27,-,-,-,-
2020,33/20,27/15,6/5,-,-,-
2019,51/29,48/26,3/3,-,-,-
2018,50/22,50/21,0/1,-,-,-
2017,33/24,28/22,5/2,-,-,-
2016,44/30,44/28,0/2,-,-,-
2015,28/24,24/22,4/2,-,-,-
2014,18/6,18/6,-,-,-,-
2013,21/13,21/13,-,-,-,-
2012,8/5,8/5,-,-,-,-
2011,1/1,1/1,-,-,-,-
