Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,63/68,3/7,56/52,4/9,-,-
2024,13/22,3/6,10/13,0/3,-,-
2023,45/36,-,41/31,4/5,-,-
2021,5/10,0/1,5/8,0/1,-,-
