Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,165/142,54/68,103/70,8/4,-,-
2024,29/26,4/6,25/20,-,-,-
2023,50/36,4/10,46/25,0/1,-,-
2022,14/24,7/16,7/7,0/1,-,-
2021,26/27,15/14,9/12,2/1,-,-
2020,19/16,19/16,-,-,-,-
2019,25/10,3/3,16/6,6/1,-,-
2018,2/3,2/3,-,-,-,-
