Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,253/162,80/57,99/65,46/26,16/12,12/2
2024,31/20,5/5,17/9,1/2,7/4,1/0
2023,26/17,1/3,18/8,4/3,3/3,-
2022,34/22,8/6,13/9,11/5,1/2,1/0
2021,36/20,6/5,12/8,13/5,5/2,-
2020,32/12,6/1,6/4,10/5,-,10/2
2019,41/25,24/13,11/9,6/3,-,-
2018,21/26,3/7,17/15,1/3,0/1,-
2017,21/11,16/8,5/3,-,-,-
2016,10/8,10/8,-,-,-,-
2015,1/1,1/1,-,-,-,-
