Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,126/85,77/47,39/22,10/16,-,-
2024,53/19,42/12,10/6,1/1,-,-
2023,24/17,9/9,13/3,2/5,-,-
2022,15/17,11/12,1/2,3/3,-,-
2021,25/18,8/7,15/9,2/2,-,-
2020,2/3,2/3,-,-,-,-
2019,1/5,1/1,0/2,0/2,-,-
2018,6/5,4/3,-,2/2,-,-
2017,0/1,-,-,0/1,-,-
