Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,147/102,12/13,99/54,30/27,6/8,-
2024,13/7,-,5/3,8/4,-,-
2023,32/18,-,18/12,9/4,5/2,-
2022,1/1,-,-,1/1,-,-
2021,23/8,-,23/8,-,-,-
2020,2/5,-,-,2/5,-,-
2019,10/9,3/6,5/1,2/2,-,-
2018,14/11,3/4,11/6,0/1,-,-
2017,32/27,6/3,24/17,2/3,0/4,-
2016,8/8,-,4/3,3/3,1/2,-
2015,3/5,-,0/1,3/4,-,-
2014,9/3,-,9/3,-,-,-
