Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,226/169,151/119,48/27,27/23,-,-
2024,4/7,4/7,-,-,-,-
2023,59/34,31/21,20/8,8/5,-,-
2022,34/23,32/19,1/1,1/3,-,-
2021,42/30,35/21,1/1,6/8,-,-
2020,21/15,5/7,8/4,8/4,-,-
2019,29/26,22/17,5/8,2/1,-,-
2018,31/24,17/18,13/5,1/1,-,-
2017,5/5,4/4,-,1/1,-,-
2016,1/5,1/5,-,-,-,-
