Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,88/83,13/24,74/56,1/3,-,-
2024,5/9,0/1,5/8,-,-,-
2023,1/6,0/3,1/2,0/1,-,-
2022,36/29,3/4,33/25,-,-,-
2021,19/15,6/8,13/6,0/1,-,-
2020,10/4,-,10/4,-,-,-
2019,5/8,3/5,2/3,-,-,-
2018,4/4,-,4/4,-,-,-
2017,5/2,-,5/2,-,-,-
2016,1/2,-,0/1,1/1,-,-
2015,1/2,0/1,1/1,-,-,-
2014,1/2,1/2,-,-,-,-
