Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,71/47,55/30,15/16,1/1,-,-
2024,27/16,21/9,6/7,-,-,-
2023,16/5,16/5,-,-,-,-
2022,3/1,3/1,-,-,-,-
2021,2/2,2/2,-,-,-,-
2020,1/1,-,1/1,-,-,-
2019,3/6,0/2,3/4,-,-,-
2018,4/7,2/5,2/2,-,-,-
2017,12/7,9/5,3/2,-,-,-
2016,3/2,2/1,-,1/1,-,-
