Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,62/59,38/24,16/17,4/8,-,4/10
2024,17/8,15/7,2/1,-,-,-
2023,11/14,8/7,2/3,1/4,-,-
2022,10/18,-,4/6,2/2,-,4/10
2021,16/10,10/4,6/6,-,-,-
2019,0/3,0/2,-,0/1,-,-
2018,8/6,5/4,2/1,1/1,-,-
