Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,105/102,76/81,29/19,0/2,-,-
2024,26/14,11/10,15/4,-,-,-
2023,31/17,21/12,10/5,-,-,-
2022,8/7,8/7,-,-,-,-
2021,1/8,1/6,-,0/2,-,-
2020,11/14,11/14,-,-,-,-
2019,10/16,10/16,-,-,-,-
2018,12/17,9/13,3/4,-,-,-
2017,5/3,5/3,-,-,-,-
2015,1/6,-,1/6,-,-,-
