Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,126/76,2/3,110/61,9/5,5/7,-
2024,31/21,0/1,18/12,9/5,4/3,-
2023,41/29,-,40/25,-,1/4,-
2022,50/20,2/2,48/18,-,-,-
2020,3/4,-,3/4,-,-,-
2019,1/2,-,1/2,-,-,-
