Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,44/85,8/17,26/40,0/3,-,10/25
2024,6/19,0/2,3/6,0/1,-,3/10
2023,18/24,1/2,13/13,-,-,4/9
2022,1/3,-,0/1,-,-,1/2
2021,0/4,-,0/3,0/1,-,-
2020,5/8,-,4/4,0/1,-,1/3
2019,8/18,4/9,3/8,-,-,1/1
2018,4/8,3/4,1/4,-,-,-
2012,2/1,-,2/1,-,-,-
