Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES :  M15 Pardubice (Czech Republic),clay,header
22.09. 13:30,Mrva M.,2,6,7,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['6', '4']","['3', '1', '7', '5']",[],[],[],1.63
22.09. 13:30,Karol M.,0,4,5,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['3', '4']",[],[],[],2.16
20.09. 16:10,Mrva M.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '4', '1', '5', '2']","['1', '0', '3', '0', '6', '3']",[],[],[],0
20.09. 16:10,Kupcic J.,0,2,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '4']","['1', '3']",[],[],[],0
19.09. 15:10,Mrva M.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '1', '4', '1', '6', '3']","['2', '0', '4', '0', '5', '3']",[],[],[],1.50
19.09. 15:10,Siniakov D.,0,3,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '4']","['1', '4', '3', '4']",[],[],[],2.47
BOYS - SINGLES :  US Open (USA),hard,header
BOYS - SINGLES :  US Open (USA),hard,header
02.09. 20:40,Mrva M.,0,2,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['2', '5']",[],[],[],0
02.09. 20:40,Razeghi A.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '6', '2']","['2', '0', '4', '0', '6', '2']",[],[],[],0
ITF MEN - SINGLES :  M15 Eupen (Belgium),clay,header
08.08. 17:50,Mrva M.,0,4,6^1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '5']","['1', '0', '3', '2', '5', '2', '6', '5']",[],[],[],1.28
08.08. 17:50,Loge J.,2,6,7^7,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '2', '6', '4']","['2', '2', '3', '5', '5', '5', '6', '6']",[],[],[],3.43
06.08. 16:40,Mrva M.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '2', '5', '2', '6', '3']","['5', '3']",[],[],[],1.26
06.08. 16:40,Den Heijer G.,0,3,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '5']",[],[],[],[],3.59
BOYS - SINGLES :  Pardubicka juniorka (Czech Republic),clay,header
25.07. 16:25,Mrva M.,1,6,1,3,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '2']","['1', '2']","['1', '1', '2', '4']",[],[],0
25.07. 16:25,Petak D.,2,3,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['2', '0', '3', '1', '5', '1']","['1', '0', '2', '1', '4', '1', '6', '3']",[],[],0
24.07. 15:05,Mrva M.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '1', '5', '3']","['2', '1', '4', '1']",[],[],[],0
24.07. 15:05,Chodora R.,0,3,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '4']","['3', '5']",[],[],[],0
