Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,10/12,8/7,2/3,0/2,-,-
2024,7/6,5/3,2/3,-,-,-
2023,3/4,3/3,-,0/1,-,-
2022,0/2,0/1,-,0/1,-,-
