Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,254/176,147/99,73/36,34/40,0/1,-
2024,24/28,24/23,0/3,0/1,0/1,-
2023,64/29,45/17,16/7,3/5,-,-
2022,45/26,16/11,20/8,9/7,-,-
2021,35/22,25/17,9/4,1/1,-,-
2020,21/12,6/3,11/4,4/5,-,-
2019,31/29,23/18,5/5,3/6,-,-
2018,17/12,4/5,10/3,3/4,-,-
2017,13/13,4/4,2/2,7/7,-,-
2016,3/3,0/1,-,3/2,-,-
2015,1/2,-,-,1/2,-,-
