Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,16/15,6/8,10/7,-,-,-
2024,6/5,6/4,0/1,-,-,-
2023,10/8,0/2,10/6,-,-,-
2022,0/1,0/1,-,-,-,-
2021,0/1,0/1,-,-,-,-
