Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,146/129,9/6,120/112,7/7,-,10/4
2024,0/4,-,0/4,-,-,-
2023,24/21,-,24/21,-,-,-
2022,11/13,-,11/13,-,-,-
2019,0/2,-,0/2,-,-,-
2018,24/18,6/3,18/15,-,-,-
2017,17/13,-,16/12,1/1,-,-
2016,14/10,-,9/9,-,-,5/1
2015,14/14,-,14/12,-,-,0/2
2014,20/15,-,16/14,-,-,4/1
2013,15/10,3/3,9/5,2/2,-,1/0
2012,4/6,-,3/4,1/2,-,-
2011,3/3,-,0/1,3/2,-,-
