Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,260/213,56/65,74/66,117/63,13/19,-
2024,26/25,8/8,0/4,12/9,6/4,-
2023,31/31,9/14,6/3,13/10,3/4,-
2022,20/22,3/9,4/4,13/7,0/2,-
2021,44/20,0/2,6/8,38/10,-,-
2020,39/22,4/4,2/3,33/15,-,-
2019,21/27,1/3,18/19,1/3,1/2,-
2018,38/28,7/8,27/13,2/4,2/3,-
2017,20/20,13/12,7/6,-,0/2,-
2016,15/11,8/4,2/3,4/2,1/2,-
2015,6/6,3/1,2/2,1/3,-,-
2014,0/1,-,0/1,-,-,-
