Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,13/13,5/8,8/5,-,-,-
2024,11/10,3/5,8/5,-,-,-
2022,0/2,0/2,-,-,-,-
2021,2/1,2/1,-,-,-,-
