Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,96/147,38/49,50/80,8/18,-,-
2024,6/12,3/8,3/4,-,-,-
2023,17/23,12/13,5/8,0/2,-,-
2022,13/15,11/6,2/7,0/2,-,-
2021,9/14,6/8,3/6,-,-,-
2020,2/1,-,2/1,-,-,-
2019,13/14,2/4,8/8,3/2,-,-
2018,6/16,1/2,5/14,-,-,-
2017,9/16,2/6,6/6,1/4,-,-
2016,11/15,1/1,9/12,1/2,-,-
2015,8/16,-,5/10,3/6,-,-
2014,2/5,0/1,2/4,-,-,-
