Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,210/159,178/130,23/18,9/11,-,-
2024,30/28,23/21,7/7,-,-,-
2023,32/18,32/17,-,0/1,-,-
2022,27/21,27/21,-,-,-,-
2021,49/34,49/34,-,-,-,-
2020,9/8,9/8,-,-,-,-
2019,26/21,12/12,14/8,0/1,-,-
2018,15/7,11/5,-,4/2,-,-
2017,15/9,11/5,-,4/4,-,-
2016,1/6,0/3,-,1/3,-,-
2015,4/2,4/2,-,-,-,-
2014,0/3,0/2,0/1,-,-,-
2013,2/2,-,2/2,-,-,-
