Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Almaty (Kazakhstan),hard,header
15.10. 13:35,Fognini F.,0,3,6^4,,,,2,1,76%,64% (34/53),47% (8/17),33% (1/3),19% (6/31),30% (9/30),50% (1/2),6,24,33% (2/6),5,60% (42/70),25% (15/61),44% (57/131),2,80% (8/10),9% (1/11),43% (9/21),"['1', '2']",[],[],[],[],2.29
15.10. 13:35,Virtanen O.,2,6,7^7,,,,9,3,51%,81% (25/31),70% (21/30),50% (1/2),36% (19/53),53% (9/17),67% (2/3),30,39,80% (12/15),6,75% (46/61),40% (28/70),56% (74/131),3,91% (10/11),20% (2/10),57% (12/21),"['2', '0', '4', '2']",[],[],[],[],1.64
CHALLENGER MEN - SINGLES :  Hangzhou (China),hard,header
11.10. 08:45,Fognini F.,1,6,4,1,,,1,8,55%,67% (28/42),47% (16/34),73% (8/11),28% (15/54),46% (12/26),33% (2/6),7,58% (44/76),34% (27/80),46% (71/156),5,75% (9/12),17% (2/12),46% (11/24),"['2', '0', '4', '0']",[],[],[],[],1.54
11.10. 08:45,Tseng C. H.,2,1,6,6,,,1,2,68%,72% (39/54),54% (14/26),67% (4/6),33% (14/42),53% (18/34),27% (3/11),12,66% (53/80),42% (32/76),54% (85/156),5,83% (10/12),25% (3/12),54% (13/24),[],"['6', '4']","['2', '0', '5', '1']",[],[],2.38
10.10. 08:45,Fognini F.,2,6,7,,,,4,4,55%,76% (25/33),52% (14/27),0% (0/2),45% (21/47),50% (15/30),36% (4/11),6,65% (39/60),47% (36/77),55% (75/137),5,82% (9/11),40% (4/10),62% (13/21),"['2', '2', '4', '2']","['4', '5', '6', '5']",[],[],[],1.34
10.10. 08:45,Cui J.,0,3,5,,,,2,1,61%,55% (26/47),50% (15/30),64% (7/11),24% (8/33),48% (13/27),100% (2/2),8,53% (41/77),35% (21/60),45% (62/137),2,60% (6/10),18% (2/11),38% (8/21),"['1', '0']","['5', '3']",[],[],[],3.08
09.10. 11:25,Fognini F.,2,6,6,,,,3,3,46%,81% (17/21),56% (14/25),25% (1/4),51% (21/41),65% (17/26),46% (6/13),8,67% (31/46),57% (38/67),61% (69/113),6,67% (6/9),75% (6/8),71% (12/17),"['1', '1', '3', '1', '4', '2']","['1', '2', '3', '2', '5', '2']",[],[],[],1.07
09.10. 11:25,Ho R.,0,3,2,,,,7,2,61%,49% (20/41),35% (9/26),54% (7/13),19% (4/21),44% (11/25),75% (3/4),6,43% (29/67),33% (15/46),39% (44/113),2,25% (2/8),33% (3/9),29% (5/17),"['1', '0', '2', '3']","['2', '0']",[],[],[],7.27
ATP - SINGLES :  Shanghai (China),hard,header
04.10. 10:10,Fognini F.,0,1,3,,,,0,4,60%,57% (17/30),35% (7/20),0% (0/4),23% (6/26),19% (3/16),0% (0/0),10,33,83% (5/6),4,48% (24/50),21% (9/42),36% (33/92),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],8.98
04.10. 10:10,Paul T.,2,6,6,,,,7,0,62%,77% (20/26),81% (13/16),0% (0/0),43% (13/30),65% (13/20),100% (4/4),17,16,56% (5/9),8,79% (33/42),52% (26/50),64% (59/92),5,100% (8/8),50% (4/8),75% (12/16),"['3', '1', '5', '1']","['4', '3', '6', '3']",[],[],[],1.07
02.10. 12:25,Fognini F.,2,6,6^5,6,,,9,2,50%,84% (42/50),57% (29/51),75% (3/4),27% (16/59),45% (18/40),38% (3/8),31,46,82% (9/11),7,70% (71/101),34% (34/99),53% (105/200),3,94% (15/16),19% (3/16),56% (18/32),"['2', '1']","['1', '0']","['6', '4']",[],[],2.06
