Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,158/203,99/126,58/72,1/4,0/1,-
2024,13/22,5/11,8/11,-,-,-
2023,18/28,3/8,15/20,-,-,-
2022,22/28,16/23,6/4,0/1,-,-
2021,17/20,16/16,0/2,1/2,-,-
2020,13/11,13/10,0/1,-,-,-
2019,17/20,17/20,-,-,-,-
2018,22/31,13/20,9/10,-,0/1,-
2017,29/26,16/16,13/10,-,-,-
2016,3/4,-,3/4,-,-,-
2015,2/9,0/2,2/7,-,-,-
2014,2/2,-,2/2,-,-,-
2013,0/2,-,0/1,0/1,-,-
