Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,29/24,3/3,8/3,-,-,18/18
2024,9/4,1/1,8/3,-,-,-
2023,9/8,-,-,-,-,9/8
2022,9/10,-,-,-,-,9/10
2018,2/2,2/2,-,-,-,-
