Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,35/45,19/17,14/25,2/3,-,-
2024,11/14,7/6,4/8,-,-,-
2023,13/17,8/7,5/10,-,-,-
2022,10/13,4/4,5/7,1/2,-,-
2019,1/1,-,-,1/1,-,-
