Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,154/121,11/17,143/103,0/1,-,-
2024,2/0,-,2/0,-,-,-
2023,38/24,0/1,38/23,-,-,-
2022,18/25,3/4,15/21,-,-,-
2021,23/18,5/4,18/14,-,-,-
2020,11/10,1/5,10/5,-,-,-
2019,27/16,2/1,25/15,-,-,-
2018,25/17,0/1,25/16,-,-,-
2017,10/11,0/1,10/9,0/1,-,-
