Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,173/100,102/59,57/27,14/14,-,-
2024,14/13,10/7,-,4/6,-,-
2023,49/25,35/17,10/5,4/3,-,-
2022,41/20,31/15,9/4,1/1,-,-
2021,37/23,12/9,24/13,1/1,-,-
2020,21/14,10/8,7/3,4/3,-,-
2019,11/5,4/3,7/2,-,-,-
