Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
WTA - SINGLES :  Beijing (China),hard,header
08.07.2023,Kvitova P.,2,6,7,,,,5,7,61%,63% (31/49),55% (17/31),70% (7/10),48% (19/40),62% (16/26),50% (5/10),40,36,74% (26/35),60% (48/80),53% (35/66),57% (83/146),73% (8/11),50% (5/10),62% (13/21),2126,"['2', '2', '4', '2']","['2', '1', '3', '2', '6', '5']",[],[],[],1.08
08.07.2023,Stevanovic N.,0,3,5,,,,1,2,61%,53% (21/40),38% (10/26),50% (5/10),37% (18/49),45% (14/31),30% (3/10),8,7,33% (2/6),47% (31/66),40% (32/80),43% (63/146),50% (5/10),27% (3/11),38% (8/21),2302,"['2', '1']","['2', '2', '4', '4']",[],[],[],8.43
07.07.2023,Kvitova P.,2,6,6,,,,5,6,57%,83% (29/35),31% (8/26),67% (4/6),45% (10/22),76% (19/25),75% (6/8),25,17,89% (8/9),61% (37/61),62% (29/47),61% (66/108),75% (6/8),75% (6/8),75% (12/16),952,"['2', '0', '4', '2', '6', '2']","['1', '1', '4', '2', '6', '2']",[],[],[],1.21
07.07.2023,Sasnovich A.,0,2,2,,,,2,6,47%,55% (12/22),24% (6/25),25% (2/8),17% (6/35),69% (18/26),33% (2/6),11,21,100% (4/4),38% (18/47),39% (24/61),39% (42/108),25% (2/8),25% (2/8),25% (4/16),1006,"['2', '3']","['1', '0']",[],[],[],4.54
06.07.2023,Kvitova P.,2,6,6^5,6,,,8,2,68%,76% (50/66),61% (19/31),100% (3/3),33% (20/61),44% (15/34),50% (3/6),37,38,67% (6/9),71% (69/97),37% (35/95),54% (104/192),100% (15/15),21% (3/14),62% (18/29),1771,"['3', '2']",[],"['3', '1', '5', '1']",[],[],1.13
06.07.2023,Paolini J.,1,4,7^7,1,,,3,3,64%,67% (41/61),56% (19/34),50% (3/6),24% (16/66),39% (12/31),0% (0/3),11,21,44% (4/9),63% (60/95),29% (28/97),46% (88/192),79% (11/14),0% (0/15),38% (11/29),2051,[],[],[],[],[],6.15
WTA - SINGLES :  Berlin (Germany),grass,header
25.06.2023,Kvitova P.,2,6,7^8,,,,8,5,67%,73% (36/49),50% (12/24),80% (4/5),24% (10/42),71% (12/17),75% (3/4),66% (48/73),37% (22/59),53% (70/132),90% (9/10),30% (3/10),60% (12/20),"['4', '2', '6', '2']","['5', '5']",[],[],[],1.50
25.06.2023,Vekic D.,0,2,6^6,,,,7,3,71%,76% (32/42),29% (5/17),25% (1/4),27% (13/49),50% (12/24),20% (1/5),63% (37/59),34% (25/73),47% (62/132),70% (7/10),10% (1/10),40% (8/20),[],"['2', '1']",[],[],[],2.63
24.06.2023,Kvitova P.,2,6,6,,,,4,4,56%,77% (27/35),61% (17/28),0% (0/0),26% (9/34),43% (9/21),33% (2/6),70% (44/63),33% (18/55),53% (62/118),100% (10/10),22% (2/9),63% (12/19),"['2', '0']","['2', '1']",[],[],[],1.95
24.06.2023,Alexandrova E.,0,3,4,,,,0,2,62%,74% (25/34),57% (12/21),67% (4/6),23% (8/35),39% (11/28),0% (0/0),67% (37/55),30% (19/63),47% (56/118),78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.85
24.06.2023,Kvitova P.,2,6,7^7,,,,13,6,65%,83% (35/42),52% (12/23),0% (0/1),36% (24/67),53% (20/38),15% (2/13),72% (47/65),42% (44/105),54% (91/170),91% (10/11),18% (2/11),55% (12/22),"['1', '0', '4', '3']",[],[],[],[],1.57
24.06.2023,Garcia C.,0,4,6^3,,,,9,6,64%,64% (43/67),47% (18/38),85% (11/13),17% (7/42),48% (11/23),100% (1/1),58% (61/105),28% (18/65),46% (79/170),82% (9/11),9% (1/11),45% (10/22),"['2', '2']",[],[],[],[],2.43
21.06.2023,Kvitova P.,2,6,6,,,,5,1,77%,85% (23/27),63% (5/8),0% (0/0),45% (13/29),75% (12/16),83% (5/6),80% (28/35),56% (25/45),66% (53/80),100% (7/7),71% (5/7),86% (12/14),"['2', '0', '5', '1']","['1', '0', '3', '0', '6', '1']",[],[],[],1.19
21.06.2023,Podoroska N.,0,1,1,,,,0,0,64%,55% (16/29),25% (4/16),17% (1/6),15% (4/27),38% (3/8),0% (0/0),44% (20/45),20% (7/35),34% (27/80),29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],4.81
19.06.2023,Kvitova P.,2,6,6,,,,7,4,57%,80% (28/35),50% (13/26),50% (1/2),29% (11/38),68% (13/19),38% (3/8),67% (41/61),42% (24/57),55% (65/118),90% (9/10),33% (3/9),63% (12/19),"['3', '1', '5', '3']","['3', '2']",[],[],[],1.68
19.06.2023,Pliskova Ka.,0,3,4,,,,12,3,67%,71% (27/38),32% (6/19),63% (5/8),20% (7/35),50% (13/26),50% (1/2),58% (33/57),33% (20/61),45% (53/118),67% (6/9),10% (1/10),37% (7/19),"['2', '3']",[],[],[],[],2.22
WTA - SINGLES :  French Open (France),clay,header
29.05.2023,Kvitova P.,0,3,4,,,,4,7,60%,73% (24/33),18% (4/22),50% (5/10),32% (14/44),59% (17/29),43% (3/7),20,31,75% (6/8),51% (28/55),42% (31/73),46% (59/128),44% (4/9),30% (3/10),37% (7/19),"['2', '1']","['1', '3', '3', '5']",[],[],[],1.82
29.05.2023,Cocciaretto E.,2,6,6,,,,4,5,60%,68% (30/44),41% (12/29),57% (4/7),27% (9/33),82% (18/22),50% (5/10),15,21,60% (3/5),58% (42/73),49% (27/55),54% (69/128),70% (7/10),56% (5/9),63% (12/19),"['2', '2', '5', '3']","['1', '0', '3', '0', '5', '2']",[],[],[],2.02
WTA - SINGLES :  Madrid (Spain),clay,header
27.04.2023,Kvitova P.,0,6^9,1,,,,5,10,60%,62% (32/52),29% (10/35),50% (6/12),26% (9/35),54% (14/26),60% (3/5),48% (42/87),38% (23/61),44% (65/148),40% (4/10),33% (3/9),37% (7/19),"['2', '1', '6', '5']","['1', '5']",[],[],[],1.36
27.04.2023,Niemeier J.,2,7^11,6,,,,6,5,57%,74% (26/35),46% (12/26),40% (2/5),38% (20/52),71% (25/35),50% (6/12),62% (38/61),52% (45/87),56% (83/148),67% (6/9),60% (6/10),63% (12/19),"['2', '2', '6', '6']","['1', '0', '3', '0', '5', '0', '6', '1']",[],[],[],3.20
WTA - SINGLES :  Miami (USA),hard,header
02.04.2023,Kvitova P.,2,7^16,6,,,,5,0,76%,79% (41/52),75% (12/16),50% (1/2),21% (8/39),52% (17/33),38% (3/8),78% (53/68),35% (25/72),56% (78/140),90% (9/10),30% (3/10),60% (12/20),"['5', '4']","['2', '0', '6', '2']",[],[],[],3.20
02.04.2023,Rybakina E.,0,6^14,2,,,,12,3,54%,79% (31/39),48% (16/33),63% (5/8),21% (11/52),25% (4/16),50% (1/2),65% (47/72),22% (15/68),44% (62/140),70% (7/10),10% (1/10),40% (8/20),"['5', '5']",[],[],[],[],1.36
01.04.2023,Kvitova P.,2,7,6,,,,7,3,68%,67% (33/49),65% (15/23),80% (4/5),31% (16/52),74% (14/19),43% (3/7),67% (48/72),42% (30/71),55% (78/143),91% (10/11),27% (3/11),59% (13/22),"['4', '5', '6', '5']","['1', '0']",[],[],[],2.06
01.04.2023,Cirstea S.,0,5,4,,,,4,1,73%,69% (36/52),26% (5/19),57% (4/7),33% (16/49),35% (8/23),20% (1/5),58% (41/71),33% (24/72),45% (65/143),73% (8/11),9% (1/11),41% (9/22),"['4', '2']",[],[],[],[],1.78
31.03.2023,Kvitova P.,2,6,3,6,,,6,6,65%,75% (44/59),53% (17/32),83% (5/6),29% (17/58),47% (18/38),22% (2/9),67% (61/91),36% (35/96),51% (96/187),93% (13/14),14% (2/14),54% (15/28),"['2', '1']",[],"['5', '3']",[],[],1.64
31.03.2023,Alexandrova E.,1,4,6,3,,,7,7,60%,71% (41/58),53% (20/38),78% (7/9),25% (15/59),47% (15/32),17% (1/6),64% (61/96),33% (30/91),49% (91/187),86% (12/14),7% (1/14),46% (13/28),[],"['4', '2']",[],[],[],2.28
28.03.2023,Kvitova P.,2,7,7^7,,,,5,7,65%,77% (46/60),42% (14/33),88% (7/8),19% (7/37),53% (18/34),67% (2/3),65% (60/93),35% (25/71),52% (85/164),92% (11/12),17% (2/12),54% (13/24),"['6', '5']","['4', '5']",[],[],[],1.46
28.03.2023,Gracheva V.,0,5,6^5,,,,0,3,52%,81% (30/37),47% (16/34),33% (1/3),23% (14/60),58% (19/33),13% (1/8),65% (46/71),35% (33/93),48% (79/164),83% (10/12),8% (1/12),46% (11/24),[],"['2', '0']",[],[],[],2.78
27.03.2023,Kvitova P.,2,6,7^7,,,,8,5,70%,71% (35/49),43% (9/21),0% (0/2),32% (10/31),50% (17/34),100% (3/3),63% (44/70),42% (27/65),53% (71/135),82% (9/11),27% (3/11),55% (12/22),"['1', '0']","['1', '0', '3', '2']",[],[],[],1.59
27.03.2023,Vekic D.,0,4,6^3,,,,4,6,48%,68% (21/31),50% (17/34),0% (0/3),29% (14/49),57% (12/21),100% (2/2),58% (38/65),37% (26/70),47% (64/135),73% (8/11),18% (2/11),45% (10/22),[],"['2', '2', '3', '3']",[],[],[],2.40
25.03.2023,Kvitova P.,2,6,6,,,,5,4,57%,74% (20/27),55% (11/20),50% (1/2),45% (15/33),76% (19/25),60% (6/10),66% (31/47),59% (34/58),62% (65/105),86% (6/7),75% (6/8),80% (12/15),"['1', '0', '2', '1', '6', '3']","['2', '0', '4', '0', '6', '0']",[],[],[],1.59
25.03.2023,Noskova L.,0,3,0,,,,2,3,57%,55% (18/33),24% (6/25),40% (4/10),26% (7/27),45% (9/20),50% (1/2),41% (24/58),34% (16/47),38% (40/105),25% (2/8),14% (1/7),20% (3/15),"['1', '1']",[],[],[],[],2.40
WTA - SINGLES :  Indian Wells (USA),hard,header
16.03.2023,Kvitova P.,1,6,5,1,,,6,12,55%,71% (36/51),44% (18/41),44% (4/9),27% (14/51),57% (20/35),33% (3/9),59% (54/92),40% (34/86),49% (88/178),64% (9/14),20% (3/15),41% (12/29),"['1', '0', '5', '2']","['1', '0']",[],[],[],2.40
16.03.2023,Sakkari M.,2,4,7,6,,,6,2,59%,73% (37/51),43% (15/35),67% (6/9),29% (15/51),56% (23/41),56% (5/9),60% (52/86),41% (38/92),51% (90/178),80% (12/15),36% (5/14),59% (17/29),"['3', '5']","['3', '3', '7', '5']","['3', '1', '5', '1']",[],[],1.59
15.03.2023,Kvitova P.,2,6,3,7^13,,,4,8,57%,65% (32/49),51% (19/37),17% (1/6),43% (28/65),41% (16/39),60% (6/10),59% (51/86),42% (44/104),50% (95/190),64% (9/14),40% (6/15),52% (15/29),"['2', '1', '4', '1']","['2', '3']","['2', '2', '5', '5', '6', '6']",[],[],2.78
15.03.2023,Pegula J.,1,2,6,6^11,,,2,1,63%,57% (37/65),59% (23/39),40% (4/10),35% (17/49),49% (18/37),83% (5/6),58% (60/104),41% (35/86),50% (95/190),60% (9/15),36% (5/14),48% (14/29),[],"['3', '1', '5', '3']","['1', '0', '3', '2', '6', '5']",[],[],1.46
13.03.2023,Kvitova P.,2,0,6,6,,,6,11,55%,58% (26/45),41% (15/37),58% (7/12),41% (17/41),63% (17/27),86% (6/7),50% (41/82),50% (34/68),50% (75/150),55% (6/11),55% (6/11),55% (12/22),[],"['1', '0', '3', '0', '5', '0']","['1', '0', '3', '0', '5', '4']",[],[],1.91
13.03.2023,Ostapenko J.,1,6,0,4,,,0,3,60%,59% (24/41),37% (10/27),14% (1/7),42% (19/45),59% (22/37),42% (5/12),50% (34/68),50% (41/82),50% (75/150),45% (5/11),45% (5/11),45% (10/22),"['2', '0', '4', '0', '6', '0']",[],"['2', '4', '4', '4']",[],[],1.91
11.03.2023,Kvitova P.,2,6,7,,,,3,1,59%,86% (25/29),40% (8/20),50% (2/4),30% (11/37),74% (29/39),43% (6/14),66% (33/50),53% (40/76),58% (73/126),78% (7/9),60% (6/10),68% (13/19),"['1', '0', '4', '1', '6', '1']","['2', '2', '5', '5', '7', '5']",[],[],[],1.15
11.03.2023,Mandlik E.,0,1,5,,,,2,9,49%,70% (26/37),26% (10/39),57% (8/14),14% (4/29),60% (12/20),50% (2/4),47% (36/76),34% (17/50),42% (53/126),40% (4/10),22% (2/9),32% (6/19),[],"['1', '0', '4', '3']",[],[],[],5.55
WTA - SINGLES :  Dubai (United Arab Emirates),hard,header
22.02.2023,Kvitova P.,0,3,2,,,,5,1,81%,54% (21/39),44% (4/9),50% (4/8),25% (8/32),41% (9/22),50% (1/2),52% (25/48),31% (17/54),41% (42/102),50% (4/8),11% (1/9),29% (5/17),"['1', '4']",[],[],[],[],1.74
22.02.2023,Krejcikova B.,2,6,6,,,,3,2,59%,75% (24/32),59% (13/22),50% (1/2),46% (18/39),56% (5/9),50% (4/8),69% (37/54),48% (23/48),59% (60/102),89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '0']","['2', '1', '5', '2']",[],[],[],2.12
21.02.2023,Kvitova P.,2,6,6,,,,8,6,63%,76% (32/42),52% (13/25),100% (6/6),29% (12/41),44% (8/18),29% (2/7),67% (45/67),34% (20/59),52% (65/126),100% (10/10),20% (2/10),60% (12/20),"['1', '0']","['2', '1']",[],[],[],1.38
21.02.2023,Putintseva Y.,0,4,4,,,,0,1,69%,71% (29/41),56% (10/18),71% (5/7),24% (10/42),48% (12/25),0% (0/6),66% (39/59),33% (22/67),48% (61/126),80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],3.08
19.02.2023,Kvitova P.,2,6,6,,,,4,5,66%,68% (25/37),47% (9/19),67% (4/6),56% (14/25),92% (12/13),75% (6/8),61% (34/56),68% (26/38),64% (60/94),75% (6/8),86% (6/7),80% (12/15),"['2', '0', '3', '1', '5', '1', '6', '2']","['2', '0', '5', '1']",[],[],[],1.10
19.02.2023,Trevisan M.,0,2,1,,,,0,5,66%,44% (11/25),8% (1/13),25% (2/8),32% (12/37),53% (10/19),33% (2/6),32% (12/38),39% (22/56),36% (34/94),14% (1/7),25% (2/8),20% (3/15),"['1', '2', '2', '5']",[],[],[],[],7.03
WTA - SINGLES :  Doha (Qatar),hard,header
15.02.2023,Kvitova P.,0,3,6^6,,,,2,2,60%,74% (25/34),65% (15/23),0% (0/1),28% (11/40),19% (5/26),0% (0/1),70% (40/57),24% (16/66),46% (56/123),90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],2.40
15.02.2023,Gauff C.,2,6,7^8,,,,7,3,61%,73% (29/40),81% (21/26),100% (1/1),26% (9/34),35% (8/23),100% (1/1),76% (50/66),30% (17/57),54% (67/123),100% (11/11),10% (1/10),57% (12/21),"['5', '3']",[],[],[],[],1.59
14.02.2023,Kvitova P.,2,7,6,,,,8,3,59%,84% (27/32),45% (10/22),50% (2/4),44% (16/36),56% (15/27),45% (5/11),69% (37/54),49% (31/63),58% (68/117),80% (8/10),50% (5/10),65% (13/20),"['3', '2', '6', '5']","['1', '0', '2', '1', '5', '2']",[],[],[],1.40
14.02.2023,Zhang S.,0,5,2,,,,1,5,57%,56% (20/36),44% (12/27),55% (6/11),16% (5/32),55% (12/22),50% (2/4),51% (32/63),31% (17/54),42% (49/117),50% (5/10),20% (2/10),35% (7/20),"['3', '3']","['1', '1']",[],[],[],3.00
WTA - SINGLES :  Australian Open (Australia),hard,header
18.01.2023,Kvitova P.,0,5,4,,,,6,4,62%,67% (35/52),41% (13/32),73% (8/11),26% (11/43),38% (10/26),25% (1/4),37,41,75% (12/16),57% (48/84),30% (21/69),45% (69/153),73% (8/11),9% (1/11),41% (9/22),"['5', '5']",[],[],[],[],1.55
18.01.2023,Kalinina A.,2,7,6,,,,3,1,62%,74% (32/43),62% (16/26),75% (3/4),33% (17/52),59% (19/32),27% (3/11),18,12,67% (6/9),70% (48/69),43% (36/84),55% (84/153),91% (10/11),27% (3/11),59% (13/22),"['5', '4', '6', '5']","['5', '4']",[],[],[],2.48
16.01.2023,Kvitova P.,2,7^7,6,,,,5,4,57%,85% (28/33),68% (17/25),0% (0/0),35% (18/52),57% (13/23),29% (2/7),25,28,100% (4/4),78% (45/58),41% (31/75),57% (76/133),100% (10/10),20% (2/10),60% (12/20),[],"['1', '0', '3', '0']",[],[],[],1.24
16.01.2023,Van Uytvanck A.,0,6^3,2,,,,3,3,69%,65% (34/52),43% (10/23),71% (5/7),15% (5/33),32% (8/25),0% (0/0),15,25,89% (8/9),59% (44/75),22% (13/58),43% (57/133),80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],4.14
WTA - SINGLES :  Adelaide (Australia),hard,header
12.01.2023,Kvitova P.,0,3,6^3,,,,2,7,65%,56% (24/43),39% (9/23),50% (5/10),30% (13/44),61% (11/18),38% (3/8),50% (33/66),39% (24/62),45% (57/128),55% (6/11),30% (3/10),43% (9/21),"['1', '1', '3', '3']","['4', '3']",[],[],[],1.73
12.01.2023,Kasatkina D.,2,6,7^7,,,,1,2,71%,70% (31/44),39% (7/18),63% (5/8),44% (19/43),61% (14/23),50% (5/10),61% (38/62),50% (33/66),55% (71/128),70% (7/10),45% (5/11),57% (12/21),"['1', '0', '2', '1', '4', '3', '6', '3']","['4', '4']",[],[],[],2.12
11.01.2023,Kvitova P.,1,7^8,,,,,2,3,71%,61% (22/36),40% (6/15),67% (4/6),18% (3/17),70% (16/23),67% (2/3),55% (28/51),48% (19/40),52% (47/91),67% (4/6),33% (2/6),50% (6/12),"['5', '5', '6', '6']",[],[],[],[],1.63
11.01.2023,Zheng Q.,0,6^6,,,,,5,2,43%,82% (14/17),30% (7/23),33% (1/3),39% (14/36),60% (9/15),33% (2/6),53% (21/40),45% (23/51),48% (44/91),67% (4/6),33% (2/6),50% (6/12),"['4', '3', '6', '5']",[],[],[],[],2.32
09.01.2023,Kvitova P.,2,6,7,,,,5,4,62%,86% (32/37),61% (14/23),0% (0/0),30% (11/37),55% (12/22),67% (2/3),77% (46/60),39% (23/59),58% (69/119),100% (11/11),20% (2/10),62% (13/21),"['4', '2']","['6', '5']",[],[],[],2.50
09.01.2023,Rybakina E.,0,3,5,,,,7,1,63%,70% (26/37),45% (10/22),33% (1/3),14% (5/37),39% (9/23),0% (0/0),61% (36/59),23% (14/60),42% (50/119),80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],1.54
WTA - SINGLES :  United Cup (Australia),hard,header
01.01.2023,Kvitova P.,2,6,6,,,,3,10,62%,67% (31/46),43% (12/28),82% (9/11),53% (23/43),50% (9/18),56% (5/9),58% (43/74),52% (32/61),56% (75/135),78% (7/9),56% (5/9),67% (12/18),"['4', '2', '6', '4']","['2', '0', '4', '0', '6', '2']",[],[],[],1.15
01.01.2023,Siegemund L.,0,4,2,,,,0,2,70%,47% (20/43),50% (9/18),44% (4/9),33% (15/46),57% (16/28),18% (2/11),48% (29/61),42% (31/74),44% (60/135),44% (4/9),22% (2/9),33% (6/18),"['3', '4']","['1', '4']",[],[],[],5.52
