Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF WOMEN - SINGLES :  W15 Fiano Romano (Italy),clay,header
07.09. 17:50,Schaefer A. J.,1,3,6,2,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['2', '0', '4', '0', '5', '1']","['1', '2']",[],[],1.35
07.09. 17:50,Meliss V.,2,6,1,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0']","['1', '4']","['2', '0', '4', '2', '6', '2']",[],[],3.02
06.09. 14:30,Schaefer A. J.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '2', '3', '2', '5', '2']","['2', '1', '3', '2', '5', '2']",[],[],[],1.28
06.09. 14:30,Sacco F.,0,2,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0']","['2', '2']",[],[],[],3.43
05.09. 13:30,Schaefer A. J.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '2', '2', '4', '2', '5', '3']","['1', '0', '4', '1', '6', '1']",[],[],[],2.10
05.09. 13:30,Alvisi E.,0,3,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '1', '3', '4']",[],[],[],[],1.68
03.09. 13:30,Schaefer A. J.,2,6,7,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0', '7', '5']",[],[],[],1.34
03.09. 13:30,Fornasieri C.,0,0,5,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['2', '5', '4', '5']",[],[],[],3.08
ITF WOMEN - SINGLES :  W35 Trieste (Italy),clay,header
27.08. 15:00,Schaefer A. J.,0,3,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '3']",[],[],[],[],2.56
27.08. 15:00,Curmi F.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '1', '5', '3']","['1', '0', '3', '0', '6', '1']",[],[],[],1.47
ITF WOMEN - SINGLES :  W15 Viserba (Italy),clay,header
27.07. 22:30,Schaefer A. J.,0,1,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['3', '5']",[],[],[],1.41
27.07. 22:30,De Stefano S.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '1', '5', '1']","['1', '0', '3', '0']",[],[],[],2.75
26.07. 19:00,Schaefer A. J.,2,7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '3', '0', '6', '5']","['1', '0', '4', '1', '6', '1']",[],[],[],1.28
26.07. 19:00,Chiesa E.,0,5,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '3', '3', '3']",[],[],[],[],3.43
25.07. 18:00,Schaefer A. J.,2,6,4,7^7,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '4', '3', '5', '4']","['1', '0', '3', '2']","['1', '0', '4', '3', '6', '5']",[],[],1.11
25.07. 18:00,Modesti V.,1,4,6,6^3,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '4', '4']","['1', '1', '4', '4', '6', '4']","['3', '3', '5', '5', '6', '6']",[],[],5.83
24.07. 18:05,Schaefer A. J.,2,7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '2', '7', '5']","['2', '0', '4', '0', '5', '1']",[],[],[],1.85
24.07. 18:05,Granwehr A.,0,5,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '5']","['1', '4', '2', '5']",[],[],[],1.87
ITF WOMEN - SINGLES :  W35 Santa Margherita di Pula (Italy),clay,header
