Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,124/71,26/10,96/57,2/3,0/1,-
2024,21/17,1/2,18/12,2/2,0/1,-
2023,43/20,8/3,35/16,0/1,-,-
2022,21/8,5/1,16/7,-,-,-
2019,11/6,-,11/6,-,-,-
2018,12/7,4/1,8/6,-,-,-
2016,15/11,7/2,8/9,-,-,-
2015,1/2,1/1,0/1,-,-,-
