Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,89/70,33/23,25/33,31/14,-,-
2024,18/21,5/8,5/10,8/3,-,-
2023,26/18,9/6,8/8,9/4,-,-
2022,23/18,11/3,12/15,-,-,-
2021,16/9,2/2,-,14/7,-,-
2019,6/4,6/4,-,-,-,-
