Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF WOMEN - SINGLES :  W15 Monastir 36 (Tunisia),hard,header
ITF WOMEN - SINGLES :  W15 Monastir 35 (Tunisia),hard,header
11.09.2024,Luikham J.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.62
11.09.2024,Cassidy L.,0,3,3,,,,['-'],['-'],['-'],['-'],['-'],2.20
ITF WOMEN - SINGLES :  W15 Nakhon Si Thammarat 2 (Thailand),hard,header
29.02.2024,Luikham J.,1,2,6,6^4,,,['-'],['-'],['-'],['-'],['-'],3.18
29.02.2024,Sawatdee W.,2,6,1,7^7,,,['-'],['-'],['-'],['-'],['-'],1.32
28.02.2024,Luikham J.,2,6,2,6,,,['-'],['-'],['-'],['-'],['-'],2.79
28.02.2024,Zhu C.,1,2,6,2,,,['-'],['-'],['-'],['-'],['-'],1.40
ITF WOMEN - SINGLES :  W15 Monastir 38 (Tunisia),hard,header
ITF WOMEN - SINGLES :  W15 Monastir 36 (Tunisia),hard,header
ITF WOMEN - SINGLES :  W15 Monastir 35 (Tunisia),hard,header
ITF WOMEN - SINGLES :  W15 Nakhon Si Thammarat 5 (Thailand),hard,header
23.08.2023,Luikham J.,0,4,4,,,,['-'],['-'],['-'],['-'],['-'],4.28
23.08.2023,Nagata A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.19
ITF WOMEN - SINGLES :  W15 Monastir 14 (Tunisia),hard,header
02.05.2023,Luikham J.,2,6,0,6,,,['-'],['-'],['-'],['-'],['-'],4.62
02.05.2023,Marinkovic B.,1,2,6,4,,,['-'],['-'],['-'],['-'],['-'],1.17
ITF WOMEN - SINGLES :  W15 Monastir 13 (Tunisia),hard,header
26.04.2023,Luikham J.,0,6^9,6^2,,,,['-'],['-'],['-'],['-'],['-'],1.30
26.04.2023,Gaillard D.,2,7^11,7^7,,,,['-'],['-'],['-'],['-'],['-'],3.30
ITF WOMEN - SINGLES :  W15 Monastir 12 (Tunisia),hard,header
20.04.2023,Luikham J.,1,6,6^10,4,,,['-'],['-'],['-'],['-'],['-'],1.63
20.04.2023,Leclercq M.,2,3,7^12,6,,,['-'],['-'],['-'],['-'],['-'],2.17
19.04.2023,Luikham J.,2,4,6,7,,,['-'],['-'],['-'],['-'],['-'],2.27
19.04.2023,Bataille E.,1,6,3,5,,,['-'],['-'],['-'],['-'],['-'],1.58
ITF WOMEN - SINGLES :  W15 Monastir 11 (Tunisia),hard,header
ITF WOMEN - SINGLES :  W15 Monastir 10 (Tunisia),hard,header
05.04.2023,Luikham J.,1,3,7^8,0,,,['-'],['-'],['-'],['-'],['-'],6.35
05.04.2023,Milovanovic E.,2,6,6^6,6,,,['-'],['-'],['-'],['-'],['-'],1.09
ITF WOMEN - SINGLES :  W15 Monastir 9 (Tunisia),hard,header
ITF WOMEN - SINGLES :  W15 Monastir 8 (Tunisia),hard,header
ITF WOMEN - SINGLES :  W15 Monastir 7 (Tunisia),hard,header
ITF WOMEN - SINGLES :  W15 Monastir 6 (Tunisia),hard,header
07.03.2023,Luikham J.,1,4,6,3,,,['-'],['-'],['-'],['-'],['-'],2.67
07.03.2023,Tran L.,2,6,3,6,,,['-'],['-'],['-'],['-'],['-'],1.43
ITF WOMEN - SINGLES :  W15 Monastir 5 (Tunisia),hard,header
