19.07.2023,Anderson K.,2,6,7^8,,,,11,3,68%,79% (46/58),56% (15/27),100% (7/7),22% (10/45),50% (15/30),14% (1/7),6,72% (61/85),33% (25/75),54% (86/160),3,100% (11/11),10% (1/10),57% (12/21),"['5', '3']",[],[],[],[],1.82
19.07.2023,Brouwer G.,0,3,6^6,,,,3,6,60%,78% (35/45),50% (15/30),86% (6/7),21% (12/58),44% (12/27),0% (0/7),5,67% (50/75),28% (24/85),46% (74/160),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],2.02
19.07.2023,Anderson K.,2,6,6,,,,11,3,62%,92% (22/24),53% (8/15),0% (0/1),39% (15/38),69% (24/35),50% (5/10),7,77% (30/39),49% (36/73),59% (66/112),5,88% (7/8),56% (5/9),71% (12/17),"['2', '1', '6', '3']","['2', '0', '5', '1', '6', '2']",[],[],[],2.61
19.07.2023,Diallo G.,0,3,2,,,,4,5,52%,68% (26/38),31% (11/35),50% (5/10),8% (2/24),47% (7/15),100% (1/1),4,51% (37/73),23% (9/39),41% (46/112),1,44% (4/9),13% (1/8),29% (5/17),[],"['2', '5']",[],[],[],1.50
ATP - SINGLES :  Miami (USA),hard,header
25.03.2022,Anderson K.,1,6^7,6,3,,,9,1,59%,82% (42/51),51% (18/35),50% (2/4),32% (24/75),42% (10/24),33% (2/6),43,44,72% (23/32),7,70% (60/86),34% (34/99),51% (94/185),3,87% (13/15),13% (2/15),50% (15/30),[],"['5', '3']","['2', '5']",[],[],0
25.03.2022,Cerundolo J. M.,2,7^9,3,6,,,1,0,76%,68% (51/75),58% (14/24),67% (4/6),18% (9/51),49% (17/35),50% (2/4),19,15,83% (5/6),6,66% (65/99),30% (26/86),49% (91/185),4,87% (13/15),13% (2/15),50% (15/30),[],[],"['3', '1', '5', '1']",[],[],0
ATP - SINGLES :  Miami (USA) - Qualification,hard,header
22.03.2022,Anderson K.,0,6^5,5,,,,13,3,56%,78% (31/40),59% (19/32),67% (4/6),28% (17/61),43% (10/23),14% (1/7),5,69% (50/72),32% (27/84),49% (77/156),3,83% (10/12),8% (1/12),46% (11/24),[],"['3', '2']",[],[],[],1.54
22.03.2022,Krueger M.,2,7^7,7,,,,4,1,73%,72% (44/61),57% (13/23),86% (6/7),23% (9/40),41% (13/32),33% (2/6),5,68% (57/84),31% (22/72),51% (79/156),4,92% (11/12),17% (2/12),54% (13/24),[],"['5', '5', '7', '5']",[],[],[],2.56
21.03.2022,Anderson K.,2,6,6,,,,16,0,75%,86% (38/44),47% (7/15),100% (2/2),36% (12/33),40% (8/20),40% (2/5),6,76% (45/59),38% (20/53),58% (65/112),3,100% (10/10),22% (2/9),63% (12/19),"['4', '2']","['1', '0']",[],[],[],1.35
21.03.2022,Bolt A.,0,3,4,,,,2,0,62%,64% (21/33),60% (12/20),60% (3/5),14% (6/44),53% (8/15),0% (0/2),5,62% (33/53),24% (14/59),42% (47/112),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],3.20
ATP - SINGLES :  Indian Wells (USA) - Qualification,hard,header
09.03.2022,Anderson K.,1,6,2,2,,,12,2,64%,63% (38/60),41% (14/34),67% (8/12),31% (17/55),36% (10/28),29% (2/7),4,55% (52/94),36% (30/83),46% (82/177),2,67% (8/12),15% (2/13),40% (10/25),"['1', '0', '6', '3']",[],[],[],[],2.09
09.03.2022,O'Connell C.,2,3,6,6,,,6,3,66%,69% (38/55),54% (15/28),71% (5/7),37% (22/60),53% (18/34),33% (4/12),6,64% (53/83),45% (42/94),54% (95/177),3,85% (11/13),33% (4/12),60% (15/25),[],"['1', '0', '4', '1']","['1', '0', '5', '2']",[],[],1.74
ATP - SINGLES :  Acapulco (Mexico) - Qualification,hard,header
21.02.2022,Anderson K.,1,7^7,4,3,,,9,3,55%,70% (37/53),55% (24/44),43% (3/7),23% (13/56),33% (13/39),67% (2/3),10,63% (61/97),33% (31/95),47% (90/192),3,73% (11/15),13% (2/16),42% (13/31),"['2', '0']","['1', '0']",[],[],[],1.54
21.02.2022,Wolf J.J.,2,6^3,6,6,,,5,5,59%,77% (43/56),54% (21/39),33% (1/3),30% (16/53),39% (17/44),57% (4/7),9,67% (64/95),37% (36/97),52% (99/192),3,88% (14/16),27% (4/15),58% (18/31),"['3', '4']","['3', '3', '6', '4']","['3', '1']",[],[],2.56
20.02.2022,Anderson K.,2,6,7^8,,,,14,2,60%,88% (35/40),59% (16/27),100% (1/1),19% (8/42),38% (9/24),20% (1/5),6,76% (51/67),32% (21/66),54% (72/133),3,100% (11/11),10% (1/10),57% (12/21),"['2', '0']",[],[],[],[],1.14
20.02.2022,Mejia N.,0,3,6^6,,,,3,4,64%,81% (34/42),46% (11/24),80% (4/5),13% (5/40),33% (9/27),0% (0/1),5,68% (45/66),24% (16/67),46% (61/133),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],6.15
ATP - SINGLES :  Delray Beach (USA),hard,header
15.02.2022,Anderson K.,1,2,7^7,2,,,16,3,63%,70% (40/57),48% (16/33),69% (9/13),14% (7/49),29% (10/34),0% (0/1),5,62% (56/90),25% (21/83),45% (77/173),1,71% (10/14),0% (0/14),36% (10/28),[],[],[],[],[],1.63
15.02.2022,Johnson S.,2,6,6^5,6,,,9,4,59%,86% (42/49),59% (20/34),100% (1/1),30% (17/57),42% (14/33),31% (4/13),5,75% (62/83),38% (34/90),55% (96/173),4,100% (14/14),29% (4/14),64% (18/28),"['1', '0', '5', '2']",[],"['4', '2', '6', '2']",[],[],2.33
ATP - SINGLES :  Dallas (USA),hard,header
10.02.2022,Anderson K.,1,6^1,7^9,6^5,,,26,6,68%,87% (65/75),57% (20/35),100% (1/1),11% (8/75),12% (3/25),0% (0/0),5,77% (85/110),14% (14/100),47% (99/210),1,100% (18/18),0% (0/18),50% (18/36),[],[],[],[],[],2.13
10.02.2022,Isner J.,2,7^7,6^7,7^7,,,30,3,75%,89% (67/75),76% (19/25),0% (0/0),13% (10/75),26% (9/35),0% (0/1),5,86% (86/100),23% (25/110),53% (111/210),1,100% (18/18),0% (0/18),50% (18/36),[],[],[],[],[],1.75
08.02.2022,Anderson K.,2,6,6,,,,21,1,72%,88% (30/34),77% (10/13),0% (0/0),18% (6/34),55% (11/20),100% (2/2),7,85% (40/47),31% (17/54),56% (57/101),3,100% (10/10),20% (2/10),60% (12/20),"['4', '3']","['5', '4']",[],[],[],1.50
08.02.2022,Querrey S.,0,4,4,,,,11,0,63%,82% (28/34),45% (9/20),0% (0/2),12% (4/34),15% (2/13),0% (0/0),4,69% (37/54),15% (7/47),44% (44/101),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],2.70
ATP - SINGLES :  Australian Open (Australia),hard,header
17.01.2022,Anderson K.,0,3,4,6^3,,,11,3,64%,83% (44/53),53% (16/30),33% (1/3),9% (5/56),10% (2/20),0% (0/0),18,17,67% (18/27),4,72% (60/83),9% (7/76),42% (67/159),1,87% (13/15),0% (0/16),42% (13/31),[],[],[],[],[],2.94
17.01.2022,Opelka R.,3,6,6,7^7,,,23,0,74%,91% (51/56),90% (18/20),0% (0/0),19% (10/53),37% (11/30),67% (2/3),47,19,56% (5/9),5,91% (69/76),28% (23/83),58% (92/159),3,100% (16/16),13% (2/15),58% (18/31),"['3', '1']","['1', '0']",[],[],[],1.39
ATP - SINGLES :  Melbourne (Summer Set) (Australia),hard,header
05.01.2022,Anderson K.,0,4,4,,,,9,3,63%,61% (28/46),56% (15/27),78% (7/9),21% (9/43),38% (9/24),0% (0/1),5,59% (43/73),33% (22/67),46% (65/140),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.46
05.01.2022,Munar J.,2,6,6,,,,1,4,64%,79% (34/43),46% (11/24),100% (1/1),39% (18/46),33% (9/27),22% (2/9),6,67% (45/67),41% (30/73),54% (75/140),3,100% (10/10),20% (2/10),60% (12/20),"['1', '0']","['4', '3']",[],[],[],2.79
ATP - SINGLES :  Paris (France) - Qualification,hard,header
30.10.2021,Anderson K.,1,6^13,6,6^1,,,17,3,69%,79% (59/75),48% (16/33),50% (1/2),28% (19/67),19% (12/62),33% (3/9),8,69% (75/108),36% (47/129),51% (122/237),3,94% (15/16),19% (3/16),56% (18/32),[],"['2', '1', '5', '2']","['3', '2']",[],[],1.32
30.10.2021,Gaston H.,2,7^15,2,7^7,,,3,16,52%,72% (48/67),55% (34/62),67% (6/9),21% (16/75),42% (14/33),50% (1/2),7,64% (82/129),31% (33/108),49% (115/237),3,81% (13/16),6% (1/16),44% (14/32),[],[],"['5', '5']",[],[],3.40
ATP - SINGLES :  Vienna (Austria),hard,header
25.10.2021,Anderson K.,0,3,6^3,,,,21,4,70%,70% (38/54),30% (7/23),73% (8/11),24% (9/38),31% (8/26),100% (1/1),7,58% (45/77),30% (19/64),45% (64/141),3,73% (8/11),10% (1/10),43% (9/21),[],"['2', '1']",[],[],[],1.82
25.10.2021,De Minaur A.,2,6,7^7,,,,4,2,59%,76% (29/38),62% (16/26),0% (0/1),30% (16/54),52% (12/23),27% (3/11),11,70% (45/64),42% (32/77),55% (77/141),5,90% (9/10),27% (3/11),57% (12/21),"['4', '3', '6', '3']","['3', '3']",[],[],[],2.03
ATP - SINGLES :  Vienna (Austria) - Qualification,hard,header
24.10.2021,Anderson K.,2,7,4,7^7,,,23,5,66%,85% (56/66),56% (19/34),67% (2/3),17% (11/66),38% (13/34),33% (1/3),5,75% (75/100),26% (26/100),51% (101/200),3,94% (16/17),6% (1/17),50% (17/34),"['7', '5']",[],[],[],[],1.28
24.10.2021,Carballes Baena R.,1,5,6,6^5,,,8,2,66%,83% (55/66),56% (19/34),67% (2/3),15% (10/66),29% (10/34),33% (1/3),6,74% (74/100),25% (25/100),50% (99/200),3,94% (16/17),6% (1/17),50% (17/34),[],"['2', '1']",[],[],[],3.58
23.10.2021,Anderson K.,2,6,6,,,,13,3,62%,84% (26/31),74% (14/19),100% (3/3),37% (10/27),33% (8/24),100% (3/3),9,80% (40/50),43% (22/51),61% (62/101),7,100% (9/9),38% (3/8),71% (12/17),"['3', '1', '5', '1']","['1', '0']",[],[],[],1.21
23.10.2021,Rodionov J.,0,1,4,,,,1,4,53%,63% (17/27),50% (12/24),0% (0/3),16% (5/31),11% (2/19),0% (0/3),5,57% (29/51),20% (10/50),39% (39/101),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],4.44
ATP - SINGLES :  Indian Wells (USA),hard,header
13.10.2021,Anderson K.,0,5,2,,,,1,3,58%,69% (24/35),32% (8/25),50% (4/8),30% (16/53),21% (8/39),10% (1/10),3,53% (32/60),38% (35/92),44% (67/152),1,60% (6/10),10% (1/10),35% (7/20),"['5', '5']",[],[],[],[],3.02
13.10.2021,Monfils G.,2,7,6,,,,9,11,58%,70% (37/53),51% (20/39),90% (9/10),31% (11/35),56% (14/25),50% (4/8),7,62% (57/92),47% (28/60),56% (85/152),4,90% (9/10),40% (4/10),65% (13/20),"['5', '4', '6', '5']","['1', '0', '5', '2']",[],[],[],1.41
10.10.2021,Anderson K.,2,7^9,7^7,,,,10,2,61%,76% (38/50),63% (20/32),67% (4/6),25% (13/51),46% (12/26),40% (2/5),5,71% (58/82),35% (27/77),53% (85/159),3,83% (10/12),17% (2/12),50% (12/24),"['2', '0', '4', '2']",[],[],[],[],2.03
10.10.2021,Sonego L.,0,6^7,6^3,,,,5,2,66%,75% (38/51),46% (12/26),60% (3/5),24% (12/50),31% (10/32),33% (2/6),5,65% (50/77),29% (24/82),47% (74/159),2,83% (10/12),17% (2/12),50% (12/24),"['2', '3', '3', '4']",[],[],[],[],1.82
09.10.2021,Anderson K.,2,7,6,,,,10,2,61%,91% (31/34),50% (11/22),100% (2/2),32% (12/37),41% (12/29),30% (3/10),7,75% (42/56),41% (27/66),57% (69/122),5,100% (10/10),30% (3/10),65% (13/20),"['6', '5']","['3', '2', '5', '2']",[],[],[],1.45
09.10.2021,Thompson J.,0,5,2,,,,1,3,56%,68% (25/37),48% (14/29),70% (7/10),9% (3/34),41% (9/22),0% (0/2),5,59% (39/66),25% (14/56),43% (53/122),1,70% (7/10),0% (0/10),35% (7/20),[],[],[],[],[],2.53
ATP - SINGLES :  San Diego (USA),hard,header
30.09.2021,Anderson K.,0,6^11,5,,,,13,4,54%,88% (38/43),56% (20/36),50% (1/2),20% (10/51),31% (12/39),0% (0/4),5,73% (58/79),28% (25/90),49% (83/169),1,92% (11/12),0% (0/12),46% (11/24),[],[],[],[],[],1.92
30.09.2021,Evans D.,2,7^13,7,,,,5,3,57%,80% (41/51),62% (24/39),100% (4/4),12% (5/43),33% (12/36),50% (1/2),5,72% (65/90),27% (21/79),51% (86/169),3,100% (12/12),8% (1/12),54% (13/24),[],"['7', '5']",[],[],[],1.92
ATP - SINGLES :  San Diego (USA) - Qualification,hard,header
27.09.2021,Anderson K.,1,7^7,3,5,,,15,7,58%,79% (46/58),50% (21/42),33% (1/3),22% (15/68),32% (11/34),0% (0/3),4,67% (67/100),26% (27/102),47% (94/202),1,88% (14/16),0% (0/17),42% (14/33),[],[],[],[],[],1.22
27.09.2021,Bolt A.,2,6^5,6,7,,,7,1,67%,78% (53/68),65% (22/34),100% (3/3),21% (12/58),33% (14/42),67% (2/3),9,74% (75/102),33% (33/100),53% (108/202),3,100% (17/17),13% (2/16),58% (19/33),[],"['4', '2']","['6', '5']",[],[],4.32
26.09.2021,Anderson K.,2,6,7,,,,17,6,59%,87% (33/38),58% (15/26),100% (1/1),24% (10/41),46% (12/26),40% (2/5),6,75% (48/64),40% (27/67),57% (75/131),3,100% (11/11),20% (2/10),62% (13/21),"['4', '2']","['6', '5']",[],[],[],1.22
26.09.2021,Kubler J.,0,3,5,,,,4,5,61%,76% (31/41),35% (9/26),60% (3/5),13% (5/38),19% (5/26),0% (0/1),4,60% (40/67),25% (16/64),43% (56/131),1,80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],4.34
ATP - SINGLES :  US Open (USA),hard,header
02.09.2021,Anderson K.,0,6^4,3,4,,,24,1,68%,70% (55/79),43% (16/37),70% (7/10),24% (17/70),26% (7/27),25% (1/4),48,58,50% (17/34),6,61% (71/116),29% (28/98),46% (99/214),2,80% (12/15),6% (1/16),42% (13/31),4988,"['2', '0']",[],[],[],[],2.79
02.09.2021,Schwartzman D.,3,7^7,6,6,,,1,4,72%,76% (53/70),59% (16/27),75% (3/4),30% (24/79),54% (20/37),30% (3/10),15,21,83% (5/6),9,71% (70/98),39% (45/116),53% (114/214),3,94% (15/16),20% (3/15),58% (18/31),5394,"['1', '2']","['5', '3']","['4', '3']",[],[],1.46
30.08.2021,Anderson K.,3,7^7,4,3,7^7,7^7,49,6,65%,86% (87/101),59% (32/54),50% (2/4),11% (12/108),28% (19/67),0% (0/3),85,35,76% (13/17),5,77% (119/155),27% (48/175),51% (167/330),2,93% (25/27),0% (0/28),45% (25/55),6119,[],[],[],[],[],1.32
30.08.2021,Vesely J.,2,6^1,6,6,6^5,6^4,27,17,62%,89% (96/108),46% (31/67),100% (3/3),14% (14/101),30% (16/54),50% (2/4),69,46,78% (14/18),6,73% (127/175),23% (36/155),49% (163/330),3,100% (28/28),7% (2/27),55% (30/55),5862,[],"['6', '4']","['5', '3']",[],[],3.54
ATP - SINGLES :  Cincinnati (USA),hard,header
17.08.2021,Anderson K.,0,2,4,,,,11,4,68%,70% (32/46),32% (7/22),70% (7/10),25% (7/28),14% (3/22),0% (0/2),4,57% (39/68),22% (11/50),42% (50/118),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.36
17.08.2021,Khachanov K.,2,6,6,,,,0,1,56%,75% (21/28),82% (18/22),100% (2/2),30% (14/46),50% (11/22),30% (3/10),8,78% (39/50),43% (29/68),58% (68/118),5,100% (9/9),33% (3/9),67% (12/18),"['3', '2', '5', '2']","['3', '2']",[],[],[],1.53
ATP - SINGLES :  Cincinnati (USA) - Qualification,hard,header
15.08.2021,Anderson K.,2,7^7,6,,,,12,1,58%,89% (34/38),54% (15/28),75% (3/4),33% (16/48),53% (17/32),29% (2/7),6,74% (49/66),43% (34/80),57% (83/146),3,91% (10/11),18% (2/11),55% (12/22),"['6', '6']","['5', '4']",[],[],[],1.43
15.08.2021,Johnson S.,0,6^3,4,,,,8,1,60%,67% (32/48),44% (14/32),71% (5/7),11% (4/38),43% (12/28),25% (1/4),7,58% (46/80),26% (17/66),43% (63/146),2,82% (9/11),9% (1/11),45% (10/22),"['6', '5']",[],[],[],[],2.20
14.08.2021,Anderson K.,2,6,6,,,,10,2,57%,88% (23/26),70% (14/20),100% (2/2),42% (16/38),39% (9/23),50% (3/6),7,80% (37/46),44% (27/61),60% (64/107),4,100% (9/9),33% (3/9),67% (12/18),"['5', '3']","['4', '3', '6', '3']",[],[],[],1.59
14.08.2021,Musetti L.,0,3,3,,,,2,2,62%,58% (22/38),52% (12/23),50% (3/6),12% (3/26),20% (4/20),0% (0/2),5,56% (34/61),20% (9/46),40% (43/107),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.37
ATP - SINGLES :  Washington (USA),hard,header
03.08.2021,Anderson K.,0,6^4,3,,,,10,5,62%,78% (32/41),44% (11/25),75% (3/4),20% (10/51),35% (12/34),0% (0/2),5,65% (43/66),32% (27/85),46% (70/151),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],1.60
03.08.2021,Brooksby J.,2,7^7,6,,,,1,5,60%,80% (41/51),50% (17/34),100% (2/2),22% (9/41),36% (9/25),25% (1/4),7,68% (58/85),35% (23/66),54% (81/151),3,100% (11/11),10% (1/10),57% (12/21),[],"['5', '3']",[],[],[],2.43
ATP - SINGLES :  Atlanta (USA),hard,header
28.07.2021,Anderson K.,0,6^4,3,,,,10,2,49%,89% (24/27),57% (16/28),67% (2/3),14% (6/42),35% (7/20),0% (0/0),5,73% (40/55),23% (14/62),46% (54/117),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],2.23
28.07.2021,Kyrgios N.,2,7^7,6,,,,15,1,68%,86% (36/42),60% (12/20),0% (0/0),11% (3/27),36% (10/28),33% (1/3),7,77% (48/62),27% (15/55),54% (63/117),3,100% (11/11),10% (1/10),57% (12/21),[],"['5', '3']",[],[],[],1.69
ATP - SINGLES :  Newport (USA),grass,header
19.07.2021,Anderson K.,2,7^10,6,,,,16,3,61%,81% (44/54),47% (16/34),100% (3/3),23% (12/52),52% (11/21),33% (1/3),6,68% (60/88),32% (23/73),52% (83/161),3,100% (11/11),9% (1/11),55% (12/22),[],"['1', '0']",[],[],[],1.57
19.07.2021,Brooksby J.,0,6^8,4,,,,6,0,71%,77% (40/52),48% (10/21),67% (2/3),19% (10/54),44% (15/34),0% (0/3),5,68% (50/73),32% (28/88),48% (78/161),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],2.45
17.07.2021,Anderson K.,2,4,7^7,7,,,20,4,63%,78% (54/69),45% (18/40),57% (4/7),28% (17/60),27% (14/51),60% (3/5),7,66% (72/109),36% (40/111),51% (112/220),3,82% (14/17),18% (3/17),50% (17/34),"['2', '4']","['1', '1']","['6', '5']",[],[],2.13
17.07.2021,Bublik A.,1,6,6^3,5,,,15,9,54%,72% (43/60),55% (28/51),40% (2/5),22% (15/69),45% (18/40),43% (3/7),6,64% (71/111),34% (37/109),49% (108/220),2,82% (14/17),18% (3/17),50% (17/34),"['1', '0', '4', '1']","['1', '0']",[],[],[],1.75
15.07.2021,Anderson K.,2,6^5,6,6,,,20,6,57%,90% (43/48),53% (19/36),50% (1/2),28% (18/64),48% (21/44),44% (4/9),12,74% (62/84),43% (46/108),56% (108/192),3,93% (14/15),27% (4/15),60% (18/30),"['2', '2']","['1', '0', '4', '1']","['4', '3']",[],[],1.58
15.07.2021,Sock J.,1,7^7,2,4,,,4,7,59%,72% (46/64),36% (16/44),56% (5/9),10% (5/48),31% (11/36),50% (1/2),4,57% (62/108),26% (22/84),44% (84/192),2,73% (11/15),7% (1/15),40% (12/30),"['2', '1']",[],[],[],[],2.54
14.07.2021,Anderson K.,2,7,7^7,,,,18,2,48%,97% (30/31),70% (23/33),0% (0/0),17% (7/41),31% (10/32),50% (1/2),5,83% (53/64),29% (21/73),54% (74/137),3,100% (12/12),8% (1/12),54% (13/24),"['6', '5']",[],[],[],[],1.46
14.07.2021,Ofner S.,0,5,6^3,,,,13,4,56%,83% (34/41),56% (18/32),50% (1/2),3% (1/31),24% (8/33),0% (0/0),5,71% (52/73),17% (11/64),46% (63/137),1,92% (11/12),0% (0/12),46% (11/24),[],[],[],[],[],2.79
13.07.2021,Anderson K.,2,7,6,,,,16,1,58%,81% (34/42),57% (17/30),100% (5/5),25% (7/28),29% (7/24),100% (2/2),6,71% (51/72),35% (18/52),56% (69/124),5,100% (11/11),20% (2/10),62% (13/21),"['7', '5']","['2', '0']",[],[],[],1.33
13.07.2021,Marchenko I.,0,5,3,,,,5,4,54%,75% (21/28),54% (13/24),0% (0/2),19% (8/42),40% (12/30),0% (0/5),5,65% (34/52),29% (21/72),44% (55/124),1,80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],3.44
ATP - SINGLES :  Wimbledon (United Kingdom),grass,header
30.06.2021,Anderson K.,0,3,3,3,,,11,4,58%,67% (30/45),41% (13/32),50% (4/8),15% (7/46),27% (7/26),0% (0/0),24,26,43% (10/23),4,56% (43/77),21% (15/72),39% (58/149),1,69% (9/13),0% (0/14),33% (9/27),3593,[],[],[],[],[],18.00
30.06.2021,Djokovic N.,3,6,6,6,,,9,1,64%,85% (39/46),69% (18/26),0% (0/0),33% (15/45),47% (15/32),50% (4/8),25,6,80% (8/10),12,79% (57/72),44% (34/77),61% (91/149),5,100% (14/14),31% (4/13),67% (18/27),3752,"['5', '3']","['4', '3', '6', '3']","['5', '3']",[],[],1.01
28.06.2021,Anderson K.,3,6^4,6,6,7^7,,41,1,67%,87% (82/94),52% (24/46),100% (2/2),24% (24/100),34% (12/35),25% (2/8),67,48,62% (33/53),7,76% (106/140),27% (37/135),52% (143/275),3,100% (22/22),9% (2/22),55% (24/44),5830,[],"['1', '0']","['3', '2']",[],[],1.29
28.06.2021,Barrios Vera T.,1,7^7,4,4,6^4,,5,1,74%,76% (76/100),63% (22/35),75% (6/8),13% (12/94),46% (21/46),0% (0/2),31,20,64% (7/11),7,73% (98/135),24% (34/140),48% (132/275),2,91% (20/22),0% (0/22),45% (20/44),6352,[],[],[],[],[],3.73
ATP - SINGLES :  Eastbourne (United Kingdom) - Qualification,grass,header
19.06.2021,Anderson K.,1,6^7,6,3,,,21,6,61%,82% (47/57),56% (20/36),75% (3/4),21% (14/68),45% (20/44),25% (1/4),8,72% (67/93),33% (37/112),51% (104/205),3,93% (14/15),6% (1/16),48% (15/31),[],"['3', '2']",[],[],[],1.09
