Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,429/290,379/236,35/36,2/5,0/3,13/10
2024,23/24,23/19,0/3,-,-,0/2
2023,29/29,21/17,4/7,2/4,0/1,2/0
2022,53/28,47/24,2/3,-,0/1,4/0
2021,51/23,49/20,0/2,-,0/1,2/0
2020,8/14,5/11,1/2,0/1,-,2/0
2019,62/24,50/19,11/4,-,-,1/1
2018,50/30,46/25,3/3,-,-,1/2
2017,48/31,46/27,2/2,-,-,0/2
2016,29/26,27/23,1/3,-,-,1/0
2015,30/26,27/22,3/1,-,-,0/3
2014,33/23,25/17,8/6,-,-,-
2013,9/7,9/7,-,-,-,-
2012,4/5,4/5,-,-,-,-
