Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,287/196,21/24,233/149,0/2,33/21,-
2024,31/18,-,22/14,-,9/4,-
2023,35/24,4/3,23/16,-,8/5,-
2022,23/25,0/6,18/16,-,5/3,-
2021,16/23,4/5,11/13,0/2,1/3,-
2020,29/11,0/2,29/9,-,-,-
2019,62/23,6/3,51/17,-,5/3,-
2018,39/25,3/2,34/22,-,2/1,-
2017,11/13,2/1,8/11,-,1/1,-
2016,22/19,2/2,18/16,-,2/1,-
2015,8/6,-,8/6,-,-,-
2014,4/4,-,4/4,-,-,-
2013,7/5,-,7/5,-,-,-
