Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,104/170,60/102,37/55,7/13,-,-
2024,22/24,21/23,-,1/1,-,-
2023,24/32,18/24,6/8,-,-,-
2022,16/23,9/11,7/10,0/2,-,-
2021,7/25,1/17,-,6/8,-,-
2020,2/6,0/1,2/4,0/1,-,-
2019,16/23,5/13,11/9,0/1,-,-
2018,7/23,4/8,3/15,-,-,-
2017,10/14,2/5,8/9,-,-,-
