Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,247/261,58/55,148/164,3/5,38/37,-
2024,25/19,5/3,15/13,-,5/3,-
2023,16/20,4/5,7/9,-,5/6,-
2022,25/25,1/2,23/20,-,1/3,-
2021,19/23,8/10,9/9,0/1,2/3,-
2020,10/12,-,10/12,-,-,-
2019,37/33,11/8,17/19,3/2,6/4,-
2018,28/34,6/9,18/19,0/1,4/5,-
2017,26/28,9/6,14/18,-,3/4,-
2016,22/27,10/9,7/13,-,5/5,-
2015,20/17,1/1,16/14,-,3/2,-
2014,10/12,3/2,7/10,-,-,-
2013,4/5,-,3/4,-,1/1,-
2012,5/6,-,2/4,0/1,3/1,-
