Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,127/65,21/19,97/39,9/7,-,-
2024,29/12,-,29/12,-,-,-
2023,19/11,2/4,17/7,-,-,-
2022,42/13,11/7,25/5,6/1,-,-
2021,2/6,-,2/3,0/3,-,-
2020,9/7,-,7/6,2/1,-,-
2019,19/12,1/4,17/6,1/2,-,-
2018,7/4,7/4,-,-,-,-
