Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,63/40,22/15,8/12,33/13,-,-
2024,20/17,9/3,2/7,9/7,-,-
2023,39/15,11/7,4/3,24/5,-,-
2022,4/7,2/4,2/2,0/1,-,-
2021,0/1,0/1,-,-,-,-
