Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,173/156,110/92,10/13,53/51,-,-
2024,2/2,1/1,-,1/1,-,-
2023,15/15,10/8,3/2,2/5,-,-
2022,22/14,13/7,0/2,9/5,-,-
2021,8/6,5/2,-,3/4,-,-
2020,14/19,14/16,0/1,0/2,-,-
2019,38/37,22/24,6/4,10/9,-,-
2018,28/31,15/15,0/3,13/13,-,-
2017,29/16,17/9,-,12/7,-,-
2016,14/13,11/8,-,3/5,-,-
2015,3/3,2/2,1/1,-,-,-
