Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,211/128,19/15,159/79,25/21,8/13,-
2024,31/15,1/2,26/11,4/0,0/2,-
2023,23/25,3/3,18/12,1/6,1/4,-
2022,41/26,-,23/12,11/9,7/5,-
2021,44/16,4/2,40/12,-,0/2,-
2020,45/27,-,42/26,3/1,-,-
2019,26/13,11/5,10/6,5/2,-,-
2017,0/2,0/2,-,-,-,-
2016,1/4,0/1,-,1/3,-,-
