Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,36/20,1/2,31/15,2/1,-,2/2
2024,21/8,-,19/6,-,-,2/2
2023,7/4,-,5/3,2/1,-,-
2022,8/8,1/2,7/6,-,-,-
