Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,166/108,106/75,20/16,11/9,-,29/8
2024,39/27,35/23,4/4,-,-,-
2023,26/11,20/7,-,-,-,6/4
2022,28/7,9/1,1/3,-,-,18/3
2021,18/17,11/12,1/3,1/1,-,5/1
2020,18/13,7/9,10/2,1/2,-,-
2019,8/10,1/4,4/4,3/2,-,-
2018,17/16,13/13,-,4/3,-,-
2017,9/5,7/4,-,2/1,-,-
2016,3/2,3/2,-,-,-,-
