Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,73/65,31/22,40/31,2/7,-,0/5
2024,20/18,7/7,13/11,-,-,-
2023,25/26,13/10,11/11,1/5,-,-
2022,19/12,6/3,12/7,1/2,-,-
2021,7/8,5/2,2/1,-,-,0/5
2020,2/1,-,2/1,-,-,-
