Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,39/31,4/14,17/12,6/2,-,12/3
2024,6/7,0/1,6/6,-,-,-
2023,18/6,2/1,4/3,6/2,-,6/0
2022,13/6,-,7/3,-,-,6/3
2021,2/9,2/9,-,-,-,-
2019,0/1,0/1,-,-,-,-
2018,0/1,0/1,-,-,-,-
2017,0/1,0/1,-,-,-,-
