Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,218/144,129/71,64/46,14/20,9/5,2/2
2024,5/8,3/3,1/3,-,1/2,-
2023,22/17,6/7,11/9,-,5/1,-
2022,34/22,15/6,9/8,7/6,3/2,-
2021,28/20,18/10,10/10,-,-,-
2020,7/12,4/4,1/3,1/3,-,1/2
2019,42/14,19/6,21/6,1/2,-,1/0
2018,37/17,29/13,8/3,0/1,-,-
2017,37/24,31/20,3/2,3/2,-,-
2016,1/2,-,-,1/2,-,-
2015,0/4,-,0/2,0/2,-,-
2014,5/4,4/2,-,1/2,-,-
