Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,292/177,103/83,187/90,2/4,-,-
2024,30/28,9/8,21/19,0/1,-,-
2023,49/29,6/10,42/18,1/1,-,-
2022,55/28,9/11,45/15,1/2,-,-
2021,35/24,12/12,23/12,-,-,-
2020,33/14,8/5,25/9,-,-,-
2019,22/15,11/10,11/5,-,-,-
2018,15/8,10/5,5/3,-,-,-
2017,27/10,20/7,7/3,-,-,-
2016,15/8,9/5,6/3,-,-,-
2014,6/5,4/2,2/3,-,-,-
2013,5/8,5/8,-,-,-,-
