Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,209/175,65/45,133/111,3/2,8/17,-
2023,12/12,3/3,8/7,1/1,0/1,-
2022,17/21,2/7,13/11,2/1,0/2,-
2021,25/19,5/5,17/11,-,3/3,-
2020,18/12,3/3,15/9,-,-,-
2019,22/30,8/9,10/16,-,4/5,-
2018,37/27,9/6,28/18,-,0/3,-
2017,18/15,-,18/15,-,-,-
2016,21/7,19/2,2/5,-,-,-
2015,15/5,9/2,6/3,-,-,-
2014,10/11,5/6,5/4,-,0/1,-
2013,11/10,-,11/10,-,-,-
2012,3/4,2/2,0/1,-,1/1,-
2011,0/2,-,0/1,-,0/1,-
