Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,77/100,53/66,17/27,3/3,-,4/4
2024,18/17,0/3,12/10,3/2,-,3/2
2023,6/9,6/5,0/4,-,-,-
2022,18/24,14/14,3/8,-,-,1/2
2021,10/17,10/15,0/1,0/1,-,-
2020,6/12,6/12,-,-,-,-
2019,12/16,11/14,1/2,-,-,-
2018,5/1,5/0,0/1,-,-,-
2017,2/2,1/1,1/1,-,-,-
2016,0/2,0/2,-,-,-,-
