Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,56/42,29/19,27/23,-,-,-
2024,27/22,4/5,23/17,-,-,-
2023,26/17,24/12,2/5,-,-,-
2022,3/3,1/2,2/1,-,-,-
