Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES Santa Fe 2 (Argentina),clay,header
19.10.2023,Delbonis F.,0,,,,,,0,6,55%,47% (17/36),47% (14/30),50% (5/10),32% (12/37),50% (10/20),40% (2/5),47% (31/66),39% (22/57),43% (53/123),50% (5/10),22% (2/9),37% (7/19),[],[],[],[],[],0
19.10.2023,Kopriva V.,2,,,,,,2,2,65%,68% (25/37),50% (10/20),60% (3/5),53% (19/36),53% (16/30),50% (5/10),61% (35/57),53% (35/66),57% (70/123),78% (7/9),50% (5/10),63% (12/19),[],[],[],[],[],0
19.10.2023,Delbonis F.,2,,,,,,2,0,59%,91% (20/22),80% (12/15),0% (0/0),51% (19/37),55% (11/20),50% (4/8),86% (32/37),53% (30/57),66% (62/94),100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],0
19.10.2023,Meligeni Alves F.,0,,,,,,1,1,65%,49% (18/37),45% (9/20),50% (4/8),9% (2/22),20% (3/15),0% (0/0),47% (27/57),14% (5/37),34% (32/94),50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],0
18.10.2023,Delbonis F.,2,,,,,,0,2,69%,68% (23/34),60% (9/15),75% (3/4),51% (18/35),69% (9/13),63% (5/8),65% (32/49),56% (27/48),61% (59/97),88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],0
18.10.2023,Bicknell B.,0,,,,,,2,1,73%,49% (17/35),31% (4/13),38% (3/8),32% (11/34),40% (6/15),25% (1/4),44% (21/48),35% (17/49),39% (38/97),38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Buenos Aires 2 (Argentina),clay,header
10.10.2023,Delbonis F.,0,,,,,,0,4,63%,55% (22/40),39% (9/23),64% (9/14),29% (12/41),65% (11/17),60% (3/5),49% (31/63),40% (23/58),45% (54/121),44% (4/9),30% (3/10),37% (7/19),[],[],[],[],[],0
10.10.2023,Diaz Acosta F.,2,,,,,,0,2,71%,71% (29/41),35% (6/17),40% (2/5),45% (18/40),61% (14/23),36% (5/14),60% (35/58),51% (32/63),55% (67/121),70% (7/10),56% (5/9),63% (12/19),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Campinas (Brazil),clay,header
03.10.2023,Delbonis F.,1,,,,,,2,10,55%,62% (29/47),42% (16/38),67% (10/15),38% (15/39),40% (16/40),50% (4/8),53% (45/85),39% (31/79),46% (76/164),62% (8/13),29% (4/14),44% (12/27),[],[],[],[],[],0
03.10.2023,Diaz Acosta F.,2,,,,,,2,3,49%,62% (24/39),60% (24/40),50% (4/8),38% (18/47),58% (22/38),33% (5/15),61% (48/79),47% (40/85),54% (88/164),71% (10/14),38% (5/13),56% (15/27),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Szczecin (Poland) - Qualification,clay,header
10.09.2023,Gerch L.,0,,,,,,9,1,64%,65% (24/37),62% (13/21),50% (2/4),38% (20/52),58% (11/19),20% (2/10),64% (37/58),44% (31/71),53% (68/129),78% (7/9),25% (2/8),53% (9/17),[],[],[],[],[],0
10.09.2023,Delbonis F.,1,,,,,,0,3,73%,62% (32/52),42% (8/19),80% (8/10),35% (13/37),38% (8/21),50% (2/4),56% (40/71),36% (21/58),47% (61/129),75% (6/8),22% (2/9),47% (8/17),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Seville (Spain),clay,header
