Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
02.07.,Dussin L.,2,,,,,,"['2', '1']","['3', '1', '6', '2']","['3', '1', '5', '1']",[],[],1.65
02.07.,Musitelli F.,1,,,,,,"['3', '3', '5', '3']",[],[],[],[],2.13
05.06.,Azkara A.,2,,,,,,[],"['5', '5', '6', '6']","['2', '3', '4', '5', '6', '5']",[],[],1.53
05.06.,Musitelli F.,1,,,,,,"['4', '3']","['5', '4', '6', '5']","['3', '1', '5', '3']",[],[],2.37
23.01.,Glinka D.,2,,,,,,[],"['2', '3', '6', '5']",[],[],[],1.51
23.01.,Musitelli F.,0,,,,,,[],"['3', '1']",[],[],[],2.42
21.01.,Musitelli F.,2,,,,,,"['3', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.13
21.01.,Jermar J.,0,,,,,,[],[],[],[],[],5.10
16.01.,Vandecasteele Q.,2,,,,,,"['1', '1', '4', '2', '6', '2']","['2', '2']",[],[],[],1.83
16.01.,Musitelli F.,0,,,,,,"['1', '0']","['1', '0']",[],[],[],1.87
15.01.,Musitelli F.,2,,,,,,"['4', '3']","['1', '2', '3', '2', '5', '2']",[],[],[],3.30
15.01.,Glinka D.,0,,,,,,[],"['2', '0']",[],[],[],1.30
21.11.2024,Preda L.,2,,,,,,"['2', '1', '4', '1']","['3', '1']",[],[],[],2.22
21.11.2024,Musitelli F.,0,,,,,,"['2', '4', '5', '5']",[],[],[],[],1.60
20.11.2024,Musitelli F.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['4', '2', '6', '2']",[],[],[],2.47
20.11.2024,Bodmer A.,0,,,,,,[],[],[],[],[],1.49
15.11.2024,Carboni L.,2,,,,,,"['2', '1', '3', '2', '6', '3']",[],"['5', '3']",[],[],1.69
15.11.2024,Musitelli F.,1,,,,,,"['2', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],2.09
14.11.2024,Musitelli F.,2,,,,,,"['3', '3']","['2', '3', '5', '4']","['1', '0', '5', '2']",[],[],3.81
14.11.2024,Mikrut L.,1,,,,,,"['2', '1']","['3', '1']",[],[],[],1.23
13.11.2024,Musitelli F.,2,,,,,,"['4', '3']","['2', '1', '4', '1']","['2', '5', '4', '5']",[],[],1.31
13.11.2024,Majdandzic M.,1,,,,,,"['4', '4', '6', '4']","['3', '5']","['3', '1', '5', '1']",[],[],3.20
24.10.2024,Added D.,2,,,,,,"['3', '1', '5', '3']","['3', '2']",[],[],[],1.34
24.10.2024,Musitelli F.,0,,,,,,"['3', '4']",[],[],[],[],3.04
23.10.2024,Musitelli F.,2,,,,,,"['3', '1']","['5', '4']",[],[],[],2.07
23.10.2024,Bertimon M.,0,,,,,,[],[],[],[],[],1.69
15.10.2024,Marionneau L.,2,,,,,,[],"['2', '0', '4', '0', '5', '1']","['2', '1', '4', '3', '6', '3']",[],[],2.89
15.10.2024,Musitelli F.,1,,,,,,"['2', '1', '4', '1']","['1', '4']","['3', '3']",[],[],1.37
01.10.2024,Kirkin E.,2,,,,,,"['2', '0', '6', '6']","['2', '1', '4', '1', '6', '3']",[],[],[],1.37
01.10.2024,Musitelli F.,0,,,,,,"['4', '5', '6', '5']","['2', '4']",[],[],[],2.88
11.09.2024,Chidekh C.,2,,,,,,[],"['1', '0', '3', '0', '6', '1']",[],[],[],1.14
11.09.2024,Musitelli F.,0,,,,,,[],[],[],[],[],5.08
23.07.2024,Al-Amin K.,2,,,,,,"['1', '0', '4', '3']","['3', '2', '6', '3']",[],[],[],5.35
