Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,219/128,1/1,206/117,6/8,-,6/2
2024,30/7,-,27/7,-,-,3/0
2023,34/11,-,34/11,-,-,-
2022,22/9,-,19/9,-,-,3/0
2020,3/3,-,3/3,-,-,-
2019,14/10,-,14/10,-,-,-
2018,24/14,-,24/12,-,-,0/2
2017,32/12,-,32/12,-,-,-
2016,13/10,-,13/10,-,-,-
2015,14/15,-,14/15,-,-,-
2014,12/15,-,9/11,3/4,-,-
2013,12/15,-,9/11,3/4,-,-
2012,9/7,1/1,8/6,-,-,-
