Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,74/56,7/9,59/38,8/9,-,-
2024,18/10,4/2,14/8,-,-,-
2023,33/12,-,33/12,-,-,-
2022,10/13,-,7/12,3/1,-,-
2021,8/9,2/3,3/2,3/4,-,-
2020,2/4,-,-,2/4,-,-
2019,1/5,1/4,0/1,-,-,-
2018,2/3,-,2/3,-,-,-
