Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,13/32,10/24,1/3,2/5,-,-
2024,10/22,8/18,1/1,1/3,-,-
2023,2/7,2/5,0/2,-,-,-
2022,1/2,0/1,-,1/1,-,-
2021,0/1,-,-,0/1,-,-
