Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,236/182,198/137,31/31,1/6,5/6,1/2
2024,26/26,13/15,11/9,-,2/2,-
2023,61/23,56/16,1/1,1/5,2/1,1/0
2022,21/27,18/20,3/5,-,0/1,0/1
2021,26/32,18/23,7/6,0/1,1/2,-
2020,10/13,10/10,0/2,-,-,0/1
2019,40/25,32/18,8/7,-,-,-
2018,19/18,19/18,-,-,-,-
2017,32/10,32/10,-,-,-,-
2016,0/2,0/2,-,-,-,-
2015,1/5,0/4,1/1,-,-,-
2014,0/1,0/1,-,-,-,-
