Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,249/170,13/9,202/143,23/12,11/6,-
2024,32/22,1/1,24/18,-,7/3,-
2023,51/29,-,43/25,4/2,4/2,-
2022,19/11,-,19/11,-,-,-
2021,29/14,-,21/8,8/6,-,-
2020,24/9,-,21/8,3/1,-,-
2019,13/19,-,13/19,-,-,-
2018,32/29,4/2,20/24,8/3,-,-
2017,25/17,-,25/17,-,-,-
2016,7/7,5/3,2/3,-,0/1,-
2015,13/10,3/3,10/7,-,-,-
2014,4/2,-,4/2,-,-,-
2013,0/1,-,0/1,-,-,-
