Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
27.08.,Tokuda R.,2,,,,,,4,3,72%,68% (30/44),53% (9/17),50% (2/4),26% (8/31),68% (17/25),44% (4/9),64% (39/61),45% (25/56),55% (64/117),7,0,80% (8/10),40% (4/10),60% (12/20),"['1', '2', '4', '3']","['1', '2', '5', '4']",[],[],[],2.18
27.08.,Sekulic P.,0,,,,,,1,6,55%,74% (23/31),32% (8/25),56% (5/9),32% (14/44),47% (8/17),50% (2/4),55% (31/56),36% (22/61),45% (53/117),3,0,60% (6/10),20% (2/10),40% (8/20),"['2', '0']","['2', '0']",[],[],[],1.64
26.08.,Sekulic P.,2,,,,,,11,7,61%,66% (40/61),44% (17/39),43% (3/7),31% (16/52),57% (24/42),44% (4/9),57% (57/100),43% (40/94),50% (97/194),6,0,69% (9/13),31% (4/13),50% (13/26),"['1', '0', '4', '1', '6', '1']",[],"['3', '2']",[],[],2.46
26.08.,Tomic B.,1,,,,,,8,7,55%,69% (36/52),43% (18/42),56% (5/9),34% (21/61),56% (22/39),57% (4/7),57% (54/94),43% (43/100),50% (97/194),4,1,69% (9/13),31% (4/13),50% (13/26),[],"['1', '0', '4', '1', '6', '1']","['4', '4']",[],[],1.51
17.08.,Gea A.,2,,,,,,"['3', '1', '5', '1']","['2', '1', '5', '2']",[],[],[],20.5
17.08.,Sekulic P.,0,,,,,,[],[],[],[],[],1.67
16.08.,Sekulic P.,2,,,,,,"['1', '0', '4', '1']","['3', '2', '5', '2']",[],[],[],1.63
16.08.,Tokuda R.,0,,,,,,[],[],[],[],[],20.5
15.08.,Sekulic P.,2,,,,,,[],"['1', '0', '6', '3']","['2', '0', '4', '0', '6', '0']",[],[],1.67
15.08.,Sasikumar M.,1,,,,,,"['7', '5']",[],[],[],[],20.5
14.08.,Sekulic P.,2,,,,,,"['3', '2']","['1', '0', '3', '2', '4', '3', '6', '3']",[],[],[],21.0
14.08.,Moriya H.,0,,,,,,[],"['2', '2', '3', '3']",[],[],[],1.75
09.08.,Gea A.,2,,,,,,[],"['4', '3']",[],[],[],20.5
09.08.,Sekulic P.,0,,,,,,[],[],[],[],[],1.71
08.08.,Sekulic P.,2,,,,,,"['2', '2']",[],"['2', '0', '5', '1']",[],[],1.63
08.08.,Borg L.,1,,,,,,"['1', '0', '4', '3', '6', '3']",[],[],[],[],20.5
07.08.,Sekulic P.,2,,,,,,"['3', '2', '5', '2']","['3', '2', '5', '4']",[],[],[],22.0
07.08.,Dellavedova M.,0,,,,,,[],"['3', '3']",[],[],[],1.79
05.08.,Sekulic P.,2,,,,,,"['2', '2', '4', '2']","['3', '2', '5', '2']",[],[],[],1.02
05.08.,Sharma A.,0,,,,,,"['1', '0']",[],[],[],[],9.60
16.07.,Noguchi R.,2,,,,,,3,1,53%,69% (20/29),54% (14/26),60% (3/5),30% (10/33),72% (21/29),50% (5/10),16,18,70% (7/10),62% (34/55),50% (31/62),56% (65/117),7,0,78% (7/9),56% (5/9),67% (12/18),"['2', '0', '4', '2', '6', '2']","['4', '4', '6', '4']",[],[],[],1.54
